Takt/Zug|Zugnummer|Zugname|Zugtyp|Aktiv|Gruppenbearbeitung|Besteller|Betreiber|Traktionist|Klasse|Zugcharakteristik|Start (Kürzel)|Start|Ziel (Kürzel)|Ziel|Abfahrt|Plan-Ankunft|Real-Ankunft|Von Zug|Auf Zug|Baubetriebsstatus|Statusbezeichnung|VT|Gültig von|Gültig bis|Berechnet|Simulation|Gefiltert|Fehler
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000434|18000434|18000434|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|12:45:43|13:06:11|13:06:25||S-Bahn 18000441|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000436|18000436|18000436|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|13:15:43|13:36:11|13:36:25||S-Bahn 18000443|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000438|18000438|18000438|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|13:45:43|14:06:11|14:06:25||S-Bahn 18000445|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000440|18000440|18000440|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|14:15:43|14:36:11|14:36:25||S-Bahn 18000447|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000442|18000442|18000442|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|14:45:43|15:06:11|15:06:25||S-Bahn 18000449|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000444|18000444|18000444|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|15:15:43|15:36:11|15:36:25||S-Bahn 18000451|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000446|18000446|18000446|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|15:45:43|16:06:11|16:06:25||S-Bahn 18000453|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000448|18000448|18000448|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|16:15:43|16:36:11|16:36:25||S-Bahn 18000455|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000450|18000450|18000450|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|16:45:43|17:06:11|17:06:25||S-Bahn 18000457|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000452|18000452|18000452|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|17:15:43|17:36:11|17:36:25||S-Bahn 18000459|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000454|18000454|18000454|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|17:45:43|18:06:11|18:06:25||S-Bahn 18000461|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000456|18000456|18000456|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|18:15:43|18:36:11|18:36:25||S-Bahn 18000463|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000458|18000458|18000458|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|18:45:43|19:06:11|19:06:25||S-Bahn 18000465|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000460|18000460|18000460|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|19:15:43|19:36:11|19:36:25||S-Bahn 18000467|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000462|18000462|18000462|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|19:45:43|20:06:11|20:06:25||S-Bahn 18000469|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000464|18000464|18000464|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|20:15:43|20:36:11|20:36:25||S-Bahn 18000471|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000466|18000466|18000466|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|20:45:43|21:06:11|21:06:25||S-Bahn 18000473|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000468|18000468|18000468|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|21:15:43|21:36:11|21:36:25||S-Bahn 18000475|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000470|18000470|18000470|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|21:45:43|22:06:11|22:06:25||S-Bahn 18000477|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000472|18000472|18000472|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|22:15:43|22:36:11|22:36:25||S-Bahn 18000479|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000474|18000474|18000474|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|22:45:43|23:06:11|23:06:25||S-Bahn 18000481|Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000476|18000476|18000476|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|23:15:43|23:36:11|23:36:25|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000478|18000478|18000478|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|23:45:43|24:06:11|24:06:25|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\hin\S-Bahn 18000480|18000480|18000480|R|aktiv|N||||S|S-Bahn/S-Bahn|FRH|Ff-Rödelheim|FFS|Ffm Süd|24:15:43|24:36:11|24:36:25|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück|||||N|||||||||||||||||||||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000401|18000401|18000401|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|03:23:49|03:44:33|03:44:33|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000403|18000403|18000403|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|03:53:49|04:14:33|04:14:33|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000405|18000405|18000405|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|04:23:49|04:44:33|04:44:33|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000407|18000407|18000407|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|04:53:49|05:14:33|05:14:33|S-Bahn 18000400||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000409|18000409|18000409|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|05:23:49|05:44:33|05:44:33|S-Bahn 18000402||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000411|18000411|18000411|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|05:53:49|06:14:33|06:14:33|S-Bahn 18000404||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000413|18000413|18000413|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|06:23:49|06:44:33|06:44:33|S-Bahn 18000406||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000415|18000415|18000415|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|06:53:49|07:14:33|07:14:33|S-Bahn 18000408||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000417|18000417|18000417|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|07:23:49|07:44:33|07:44:33|S-Bahn 18000410||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000419|18000419|18000419|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|07:53:49|08:14:33|08:14:33|S-Bahn 18000412||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000421|18000421|18000421|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|08:23:49|08:44:33|08:44:33|S-Bahn 18000414||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000423|18000423|18000423|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|08:53:49|09:14:33|09:14:33|S-Bahn 18000416||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000425|18000425|18000425|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|09:23:49|09:44:33|09:44:33|S-Bahn 18000418||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000427|18000427|18000427|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|09:53:49|10:14:33|10:14:33|S-Bahn 18000420||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000429|18000429|18000429|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|10:23:49|10:44:33|10:44:33|S-Bahn 18000422||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000431|18000431|18000431|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|10:53:49|11:14:33|11:14:33|S-Bahn 18000424||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000433|18000433|18000433|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|11:23:49|11:44:33|11:44:33|S-Bahn 18000426||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000435|18000435|18000435|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|11:53:49|12:14:33|12:14:33|S-Bahn 18000428||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000437|18000437|18000437|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|12:23:49|12:44:33|12:44:33|S-Bahn 18000430||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000439|18000439|18000439|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|12:53:49|13:14:33|13:14:33|S-Bahn 18000432||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000441|18000441|18000441|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|13:23:49|13:44:33|13:44:33|S-Bahn 18000434||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000443|18000443|18000443|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|13:53:49|14:14:33|14:14:33|S-Bahn 18000436||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000445|18000445|18000445|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|14:23:49|14:44:33|14:44:33|S-Bahn 18000438||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000447|18000447|18000447|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|14:53:49|15:14:33|15:14:33|S-Bahn 18000440||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000449|18000449|18000449|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|15:23:49|15:44:33|15:44:33|S-Bahn 18000442||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000451|18000451|18000451|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|15:53:49|16:14:33|16:14:33|S-Bahn 18000444||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000453|18000453|18000453|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|16:23:49|16:44:33|16:44:33|S-Bahn 18000446||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000455|18000455|18000455|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|16:53:49|17:14:33|17:14:33|S-Bahn 18000448||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000457|18000457|18000457|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|17:23:49|17:44:33|17:44:33|S-Bahn 18000450||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000459|18000459|18000459|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|17:53:49|18:14:33|18:14:33|S-Bahn 18000452||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000461|18000461|18000461|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|18:23:49|18:44:33|18:44:33|S-Bahn 18000454||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000463|18000463|18000463|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|18:53:49|19:14:33|19:14:33|S-Bahn 18000456||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000465|18000465|18000465|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|19:23:49|19:44:33|19:44:33|S-Bahn 18000458||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000467|18000467|18000467|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|19:53:49|20:14:33|20:14:33|S-Bahn 18000460||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000469|18000469|18000469|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|20:23:49|20:44:33|20:44:33|S-Bahn 18000462||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000471|18000471|18000471|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|20:53:49|21:14:33|21:14:33|S-Bahn 18000464||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000473|18000473|18000473|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|21:23:49|21:44:33|21:44:33|S-Bahn 18000466||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000475|18000475|18000475|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|21:53:49|22:14:33|22:14:33|S-Bahn 18000468||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000477|18000477|18000477|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|22:23:49|22:44:33|22:44:33|S-Bahn 18000470||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000479|18000479|18000479|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|22:53:49|23:14:33|23:14:33|S-Bahn 18000472||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S04 Kronberg (Taunus) - Frankfurt (Main) Süd\rück\S-Bahn 18000481|18000481|18000481|R|aktiv|N||||S|S-Bahn/S-Bahn|FFS|Ffm Süd|FRH|Ff-Rödelheim|23:23:49|23:44:33|23:44:33|S-Bahn 18000474||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S05 Friedrichsdorf (Taunus), Bad Homburg - Frankfurt (Main) Süd|||||N|||||||||||||||||||||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S05 Friedrichsdorf (Taunus), Bad Homburg - Frankfurt (Main) Süd\Takt 1 (Bad Homburg - Frankfurt (Main) Süd)|||||N|||||||||||||||||||||||
\S-BAHN-E\1800 - S-Bahn Rhein-Main\S05 Friedrichsdorf (Taunus), Bad Homburg - Frankfurt (Main) Süd\Takt 1 (Bad Homburg - Frankfurt (Main) Süd)\hin|||||N|||||||||||||||||||||||
